t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region,year
7052,2020-08-25,화,2,667,20,37570.24292346826,180.36695446471649,6776430.294605536,0,38,5,2020
9018,2021-05-03,월,12,667,10,46864.07400736876,138.40972790522662,6486443.731890313,0,38,5,2021
9173,2020-05-23,토,8,667,10,56103.274655896654,157.1921957828306,8818996.933767624,0,38,5,2020
71,2021-05-14,금,13,451,20,63080.73345338463,246.76649914419232,15566211.757739663,0,53,6,2021
150,2020-12-30,수,5,451,30,45431.51184986395,171.00468442534793,7769001.346852439,0,53,6,2020
234,2021-06-02,수,13,451,30,58383.95249473265,166.29910862287488,9709199.257754313,0,53,6,2021
297,2021-03-12,금,13,451,30,45010.80556808124,133.4336611406752,6005956.577840169,0,53,6,2021
1257,2021-08-25,수,13,451,30,47052.86907353466,92.1943823812401,4338010.203499882,0,53,6,2021
2414,2020-12-13,일,20,451,30,35766.373803987604,167.23771632399888,5981486.676169383,0,53,6,2020
3787,2020-12-24,목,23,451,10,42628.28937652877,188.24344209210412,8024495.922736052,0,53,6,2020
3949,2021-01-25,월,10,451,20,36546.726116607584,221.7341158294779,8103656.001928071,0,53,6,2021
4028,2021-03-30,화,19,451,20,41881.1018028205,76.88256920580334,3219926.707770642,0,53,6,2021
9776,2020-07-23,목,16,451,10,70688.62892856395,125.48541292055862,8870391.789888993,0,53,6,2020
72,2020-04-11,토,11,907,10,42256.88663053637,149.03642555809566,6297815.338628821,1,61,4,2020
1168,2021-04-25,일,11,907,20,93097.7276493752,174.0110420279234,16200032.598699594,1,61,4,2021
1195,2021-02-08,월,6,907,20,62735.22851960632,167.88689263063478,10532422.574629484,1,61,4,2021
1431,2020-03-05,목,3,907,30,58356.54841772677,168.8968921507223,9856239.664397202,1,61,4,2020
1526,2021-03-10,수,12,907,10,43549.15061623567,191.81752627222767,8353490.342462985,1,61,4,2021
2107,2021-08-29,일,16,907,30,65673.33288965197,135.08151854951151,8871253.534941766,1,61,4,2021
2593,2020-01-25,토,19,907,20,47562.15990329629,214.57638050682567,10205716.12113619,1,61,4,2020
3446,2020-11-27,금,23,907,20,57464.77350700408,192.91454612162264,11085790.699085535,1,61,4,2020
3713,2020-01-09,목,5,907,30,92071.51552142145,160.32439829506183,14761310.326086342,1,61,4,2020
4412,2020-05-12,화,20,907,20,54369.42853121725,243.4234024242518,13234791.280931097,1,61,4,2020
6026,2021-10-12,화,21,907,20,72046.05068596048,241.49850016319263,17399013.183340814,1,61,4,2021
6520,2020-01-03,금,13,907,30,45751.83992178168,214.52246973375344,9814797.694883944,1,61,4,2020
7721,2021-02-03,수,4,907,20,55236.293883259656,43.56664398567564,2406459.9507001266,1,61,4,2021
9152,2021-05-20,목,16,907,10,80868.19015575419,242.47319843744123,19608368.718912914,1,61,4,2021
9578,2021-01-29,금,18,907,20,46833.57785581541,208.54611077694577,9766960.515599595,1,61,4,2021
73,2020-08-07,금,13,378,20,81459.35288371851,260.9670029897941,21258203.18755206,0,46,6,2020
175,2021-02-12,금,17,378,20,65778.96759853192,227.69936867443732,14977829.394241989,0,46,6,2021
277,2021-01-06,수,10,378,30,47749.11362414829,242.4471355146932,11576635.821540363,0,46,6,2021
561,2021-06-21,월,7,378,20,64709.51015252644,212.1758057660668,13729792.457339777,0,46,6,2021
827,2020-06-04,목,7,378,30,69537.65153217048,232.5115687811968,16168308.44710515,0,46,6,2020
1011,2021-01-09,토,12,378,10,64559.08222453201,260.4355085820808,16813477.412738364,0,46,6,2021
1523,2021-10-24,일,21,378,20,33444.70414771326,183.5306728532597,6138129.05560802,0,46,6,2021
1929,2020-06-13,토,19,378,20,45411.73405469034,106.14057541170432,4820027.583008123,0,46,6,2020
1952,2020-04-01,수,6,378,20,52219.57916614122,160.85963362127745,8400022.37252277,0,46,6,2020
4448,2020-07-03,금,7,378,10,54676.40094774588,191.03226388281223,10444956.654012237,0,46,6,2020
4998,2021-02-28,일,13,378,20,64542.931042379976,177.40157789682803,11450017.809004372,0,46,6,2021
5448,2021-05-13,목,21,378,10,58255.27040919814,120.2303173309648,7004049.6474990565,0,46,6,2021
6668,2021-01-11,월,6,378,20,36778.66433558696,103.59504494168785,3810087.384740383,0,46,6,2021
6939,2021-06-06,일,17,378,20,61129.569618036,142.09593824473535,8686263.549371693,0,46,6,2021
7430,2021-11-02,화,9,378,20,64399.76242355815,209.10772287106084,13466487.673827557,0,46,6,2021
7927,2020-04-03,금,14,378,20,63678.75919342708,242.53353786191195,15444234.75383862,0,46,6,2020
9743,2021-08-28,토,6,378,20,71073.84678243395,213.81606549866387,15196730.278874896,0,46,6,2021
9824,2020-04-04,토,15,378,20,67569.86439909412,219.91022557030928,14859304.121759998,0,46,6,2020
74,2020-11-20,금,4,578,10,62250.666346259626,170.66522856984022,10624024.20060926,0,72,4,2020
191,2020-06-10,수,11,578,30,54736.97817369192,98.7920935814858,5407580.670103117,0,72,4,2020
825,2020-02-09,일,1,578,30,32156.76793071446,154.46695127285648,4967157.905046225,0,72,4,2020
883,2020-05-19,화,10,578,20,61831.05670267865,162.9664409610913,10076387.251698967,0,72,4,2020
982,2021-09-11,토,6,578,10,58680.9101585335,152.65713356604857,8958059.539848546,0,72,4,2021
1117,2020-02-17,월,2,578,20,59587.79973199369,176.52795907510082,10518912.672464686,0,72,4,2020
3416,2020-02-09,일,24,578,20,37610.38992707586,193.25924458117944,7268555.545710281,0,72,4,2020
4723,2021-02-17,수,3,578,10,40388.09961667721,211.06653012794263,8524576.04455375,0,72,4,2021
6505,2020-12-23,수,11,578,20,70681.68872545555,162.129045679934,11459554.740104258,0,72,4,2020
6706,2020-11-28,토,21,578,10,55171.47333480627,91.79729388264086,5064591.951653495,0,72,4,2020
7537,2020-02-27,목,2,578,20,65406.349887068944,153.27039143005422,10024856.84920214,0,72,4,2020
8319,2021-07-11,일,20,578,20,56134.88996806724,176.05272647630113,9882700.429325402,0,72,4,2021
8977,2020-10-06,화,23,578,30,56155.29799960871,227.0652617753884,12750917.440356098,0,72,4,2020
75,2020-12-26,토,20,362,10,69051.20404473404,149.5959702734889,10329781.86762465,1,49,3,2020
702,2021-11-20,토,3,362,10,48408.041675929926,196.33635124575136,9504258.273604348,1,49,3,2021
1618,2020-10-03,토,3,362,10,57097.296973099736,186.71201528194288,10660751.38499903,1,49,3,2020
2428,2020-03-16,월,5,362,20,49171.26074523621,176.06095253556094,8657139.004180724,1,49,3,2020
4024,2021-11-22,월,4,362,30,49565.564823594905,214.4202784937696,10627862.213176208,1,49,3,2021
5375,2021-01-14,목,7,362,30,51344.451619817984,145.57097048956717,7474261.651551533,1,49,3,2021
5624,2020-08-10,월,20,362,30,58885.96208477208,149.27674182507351,8790304.55924959,1,49,3,2020
5755,2020-01-11,토,13,362,10,48937.43346410888,173.64675982198818,8497826.755046641,1,49,3,2020
6362,2021-04-01,목,11,362,30,73557.49852150951,146.46630668207234,10773695.137217494,1,49,3,2021
6733,2020-08-25,화,9,362,30,43034.61435318765,196.14030723639252,8440822.481033893,1,49,3,2020
7813,2020-10-18,일,16,362,10,53080.42020790804,143.30604950708752,7606745.326171479,1,49,3,2020
8083,2021-04-22,목,6,362,30,49491.26011148826,183.95247439182893,9104039.758277887,1,49,3,2021
76,2021-01-13,수,8,583,10,76271.75580391758,169.82775787385066,12953061.277281178,0,75,3,2021
483,2021-11-06,토,1,583,30,58522.88638549068,183.4602055093216,10736620.763280798,0,75,3,2021
1312,2020-12-04,금,2,583,10,70379.23231855468,154.27136253822044,10857500.06417739,0,75,3,2020
1696,2020-11-02,월,19,583,30,34646.454521066546,159.49130441648842,5525808.224971446,0,75,3,2020
1976,2020-10-04,일,2,583,30,59523.519872948265,178.3153874914944,10613959.511002436,0,75,3,2020
4241,2020-06-23,화,23,583,30,68360.60905960844,182.90419935013315,12503442.46713514,0,75,3,2020
4583,2021-11-14,일,24,583,20,56900.89358299419,173.97984575643645,9899608.688972734,0,75,3,2021
5576,2020-11-07,토,24,583,30,70856.66915576735,247.94252136811951,17568381.20622762,0,75,3,2020
5680,2021-02-24,수,23,583,30,48390.38792564673,131.29834519426083,6353577.857945756,0,75,3,2021
6446,2021-11-17,수,16,583,20,75737.6183303623,171.38392138726402,12980210.02598942,0,75,3,2021
6722,2021-12-15,수,20,583,30,88364.15955654188,106.0800715867018,9373676.3714567,0,75,3,2021
7951,2021-02-15,월,5,583,30,50582.6945985529,190.25938965554644,9623832.601453582,0,75,3,2021
8232,2021-06-01,화,15,583,20,49409.33828459239,125.91155476405744,6221206.603276295,0,75,3,2021
9071,2021-10-10,일,16,583,30,76362.69284568493,162.12080857195116,12379981.50887399,0,75,3,2021
9822,2021-11-06,토,14,583,30,78153.83732980525,158.06462774253262,12353357.204186115,0,75,3,2021
77,2021-06-23,수,11,119,10,48311.30333984025,186.3141256256215,9001078.239596503,1,79,7,2021
220,2020-10-01,목,20,119,30,49768.67675740647,150.2456632648596,7477527.849230937,1,79,7,2020
244,2020-09-23,수,9,119,10,51733.19797089418,148.40630165411108,7677532.583600368,1,79,7,2020
1236,2021-07-18,일,13,119,10,36649.40895995254,236.2826047305158,8659617.81089149,1,79,7,2021
1358,2021-11-04,목,2,119,10,42693.31767641473,186.4731497343903,7961157.419731975,1,79,7,2021
1421,2021-05-21,금,24,119,10,41479.86448752715,149.88830503952528,6217346.581304641,1,79,7,2021
1451,2020-07-22,수,1,119,30,44834.58865862886,163.30955690247086,7321916.807745225,1,79,7,2020
1642,2020-05-14,목,3,119,20,55240.60331414255,245.34635797887677,13553080.835680744,1,79,7,2020
5648,2021-09-11,토,9,119,10,59057.44275892812,163.98745238400414,9684679.582350776,1,79,7,2021
8829,2021-11-08,월,11,119,30,77741.18582955775,144.34073875552062,11221220.194368577,1,79,7,2021
8852,2021-06-04,금,5,119,30,41562.002960277474,144.52592935823108,6006787.103823653,1,79,7,2021
8890,2020-07-30,목,13,119,20,69704.68922217225,150.40420163438208,10483878.132633535,1,79,7,2020
9182,2021-09-07,화,8,119,10,52695.510780120414,148.44125793716913,7822187.907842731,1,79,7,2021
80,2020-08-08,토,13,99,20,55030.82841082694,118.79888804108734,6537601.223186119,0,70,1,2020
101,2021-09-11,토,7,99,10,65311.51491639729,125.52418746415302,8198174.84193368,0,70,1,2021
419,2021-09-11,토,21,99,20,39796.68765410153,138.28187878029684,5503160.738041803,0,70,1,2021
602,2020-05-26,화,12,99,10,61160.9659017714,199.755396268533,12217232.97987458,0,70,1,2020
1798,2021-08-27,금,5,99,30,58095.60177235546,157.66776825053745,9159803.876619251,0,70,1,2021
2251,2021-04-27,화,13,99,10,62722.927223676175,165.19898378399586,10361763.837308832,0,70,1,2021
3888,2020-07-02,목,11,99,20,59837.47456643698,229.11079056160156,13709411.1031261,0,70,1,2020
6596,2020-12-08,화,18,99,20,90584.17528284232,230.18889283934823,20851471.017122928,0,70,1,2020
8007,2020-12-16,수,6,99,20,46680.663803078656,161.95576974826142,7560202.838587408,0,70,1,2020
8624,2021-04-10,토,21,99,30,48195.80541842044,146.8679266243917,7078418.013796033,0,70,1,2021
9141,2020-12-04,금,22,99,10,46887.89275535743,136.76288058013017,6412523.2775548985,0,70,1,2020
9276,2020-08-29,토,22,99,30,47848.32684555597,204.1339237743209,9767466.705019511,0,70,1,2020
9591,2020-08-05,수,23,99,30,46685.67235722111,165.30517347469092,7717383.167793019,0,70,1,2020
81,2020-12-01,화,23,252,10,72610.17729896794,157.44030304477317,11431768.31808422,0,19,3,2020
1487,2021-09-21,화,4,252,20,75895.98130654424,138.95921207420278,10546445.76195581,0,19,3,2021
2189,2021-11-29,월,13,252,10,47631.59173868568,140.86275097132398,6709517.0454542525,0,19,3,2021
2507,2020-03-13,금,16,252,10,43918.2335091428,188.00865151323103,8257007.858897135,0,19,3,2020
3287,2021-05-01,토,20,252,10,62424.34026909977,117.25044959634693,7319281.962307292,0,19,3,2021
4386,2020-06-14,일,4,252,30,47894.51613120493,217.20368740678364,10402865.510261392,0,19,3,2020
5806,2020-06-08,월,10,252,10,64716.94907808113,151.06535581517275,9776488.939752745,0,19,3,2020
6422,2020-09-17,목,14,252,30,58613.2790985664,167.68778053473068,9828730.68190132,0,19,3,2020
8399,2020-07-30,목,16,252,10,34218.01770535811,116.31855525514663,3980190.3831822826,0,19,3,2020
9007,2021-11-30,화,7,252,30,77698.6697907174,173.62663705656246,13490558.739530582,0,19,3,2021
9712,2021-07-30,금,4,252,30,81224.14092192872,159.95714367398273,12992381.579244772,0,19,3,2021
82,2020-01-29,수,7,32,20,47034.82972668693,171.99494806150736,8089753.09592336,0,43,6,2020
1146,2021-10-28,목,24,32,10,50229.78194951188,237.8337262705622,11946336.210810237,0,43,6,2021
2554,2021-03-27,토,5,32,30,59790.58722963727,181.8495749288012,10872892.872452948,0,43,6,2021
2646,2020-01-20,월,20,32,20,60480.30768901867,139.78146227672377,8454025.84771721,0,43,6,2020
3334,2020-07-23,목,21,32,10,65080.49971543087,143.38705684853105,9331701.312427294,0,43,6,2020
3447,2020-07-15,수,7,32,10,84266.35881425226,199.909423534629,16845639.213919375,0,43,6,2020
3784,2021-06-06,일,18,32,30,53221.290265712814,230.34837023343687,12259437.474427626,0,43,6,2021
4570,2021-03-09,화,20,32,10,44401.66733448771,186.35855322635183,8274630.485292896,0,43,6,2021
5594,2020-10-10,토,4,32,30,36154.47224566026,203.95814084742727,7373998.942544776,0,43,6,2020
8606,2020-09-20,일,9,32,10,45357.89703783328,200.541361512614,9096134.427316047,0,43,6,2020
8847,2021-02-09,화,23,32,10,55262.7168060339,235.55611259372444,13017470.74219723,0,43,6,2021
83,2021-10-10,일,14,564,10,81205.4071607678,89.8144692445807,7293420.543934434,0,56,5,2021
2539,2021-04-07,수,22,564,10,48385.8053139152,203.0282317638609,9823684.495354628,0,56,5,2021
3432,2020-07-01,수,6,564,20,58909.44199706936,216.72204387595616,12766974.67319696,0,56,5,2020
8502,2020-10-30,금,8,564,10,55499.81933240096,116.24302712509774,6451467.004094309,0,56,5,2020
9817,2021-01-21,목,4,564,20,72601.33059840511,135.84404427784597,9862458.368440278,0,56,5,2021
9930,2021-03-28,일,10,564,30,91600.9447920766,137.3533295283974,12581694.755138636,0,56,5,2021
84,2020-04-11,토,17,198,20,48197.62487218133,142.63122151377132,6874486.10958175,0,10,10,2020
861,2020-03-12,목,16,198,30,48785.6848422731,153.32060664482532,7479850.795600571,0,10,10,2020
1205,2020-02-06,목,9,198,20,70554.05399804257,184.6576180809336,13028343.557232112,0,10,10,2020
1395,2021-07-07,수,19,198,20,65411.89690602351,211.61422977576785,13842088.181940095,0,10,10,2021
2148,2021-07-16,금,23,198,10,81945.63180100988,220.94378949657997,18105378.42280657,0,10,10,2021
2500,2020-01-14,화,14,198,20,64021.37726117705,137.91401810583977,8829445.38275877,0,10,10,2020
3577,2021-09-06,월,17,198,10,50633.03422069011,137.6163641383888,6967934.074745991,0,10,10,2021
4363,2021-05-10,월,6,198,30,64116.85722270572,231.08942064955312,14816727.38946518,0,10,10,2021
5418,2021-05-29,토,20,198,20,71470.19191119756,202.1424001543405,14447156.132420804,0,10,10,2021
5551,2021-12-06,월,24,198,30,67379.09350681968,177.74670637093723,11976411.9490966,0,10,10,2021
6919,2021-03-29,월,21,198,20,62933.32589274472,194.640099643742,12249348.822675925,0,10,10,2021
8554,2020-06-01,월,23,198,30,70873.62160361845,172.87220530373418,12252079.264479898,0,10,10,2020
85,2020-06-07,일,2,764,20,72330.2525291672,196.8572960464849,14238737.93525128,1,54,6,2020
401,2020-03-10,화,1,764,20,75351.69757234697,159.6220309869575,12027791.004813015,1,54,6,2020
442,2021-08-21,토,3,764,30,64940.9075921269,185.79122799319828,12065450.968534073,1,54,6,2021
1268,2021-07-03,토,7,764,20,53360.80804065508,108.80929648491714,5806151.982770389,1,54,6,2021
1343,2021-03-06,토,17,764,10,57815.42745105246,144.40530292416102,8348854.314759086,1,54,6,2021
1991,2021-02-09,화,13,764,30,72858.47001668246,144.87139165077437,10555107.944863006,1,54,6,2021
2863,2021-06-30,수,17,764,20,44137.10808639826,157.9640081987128,6972074.503627289,1,54,6,2021
3843,2020-12-14,월,17,764,10,60965.98691379449,134.07692105844274,8174131.814690877,1,54,6,2020
5298,2020-08-02,일,3,764,10,50149.765148841965,151.078379072882,7576545.229572753,1,54,6,2020
6880,2021-09-17,금,13,764,30,56140.94307808812,108.64195061577556,6099261.565412716,1,54,6,2021
8230,2020-01-15,수,14,764,10,73879.64841656593,197.9006429564416,14620829.92303425,1,54,6,2020
9067,2021-06-22,화,20,764,10,58445.44647175558,170.59176855864473,9970312.077816388,1,54,6,2021
86,2021-11-21,일,12,77,10,56392.06457350097,100.38744896438708,5661055.504368749,1,26,9,2021
368,2021-05-15,토,5,77,10,36430.73696604988,138.04351392654934,5029026.945727362,1,26,9,2021
2182,2020-08-01,토,19,77,30,66325.470945382,188.72437891994053,12517233.310739778,1,26,9,2020
2537,2021-02-23,화,13,77,10,64895.12097623766,150.66830852996978,9777638.10933749,1,26,9,2021
3276,2020-05-03,일,21,77,30,86438.79766540129,144.00912685832125,12447975.778477537,1,26,9,2020
4689,2021-08-01,일,24,77,20,51364.23687897767,170.9344562656205,8779917.902406579,1,26,9,2021
6056,2020-12-25,금,17,77,30,58843.61421299604,189.027058875678,11123035.328297684,1,26,9,2020
7047,2021-06-07,월,22,77,10,59272.75526548487,112.01921188040228,6639687.33081958,1,26,9,2021
8652,2021-08-11,수,20,77,30,78123.76152975661,197.96242422973427,15465569.222376272,1,26,9,2021
8944,2021-07-18,일,4,77,30,54380.27818361045,139.5377083975843,7588099.39976415,1,26,9,2021
9038,2021-12-10,금,1,77,20,59693.44341916694,173.38600110742436,10350007.446781654,1,26,9,2021
87,2021-09-21,화,9,814,30,64361.59063145053,172.62921886921765,11110691.11588766,1,79,7,2021
1515,2020-07-29,수,11,814,10,58381.714887958704,151.3586222904258,8836575.932393871,1,79,7,2020
2197,2020-12-09,수,2,814,10,49396.12207751194,129.8739703155606,6415270.492398594,1,79,7,2020
4669,2020-03-05,목,2,814,10,58487.90052972539,161.801680290358,9463440.582364889,1,79,7,2020
4700,2020-06-02,화,3,814,10,70972.37214134037,244.4800107971692,17351326.307415605,1,79,7,2020
4855,2020-02-11,화,24,814,20,41162.27386082473,115.25005986201626,4743954.526516757,1,79,7,2020
6429,2020-06-17,수,3,814,20,57620.34094167216,247.37795417077416,14254002.060773356,1,79,7,2020
88,2021-08-10,화,24,711,30,45795.21214183861,162.92504768222005,7461187.121826436,0,74,7,2021
161,2020-03-10,화,4,711,10,72695.7702619164,175.69194842562484,12772061.51961769,0,74,7,2020
572,2021-06-01,화,24,711,30,34112.37258155828,127.14612582150178,4337256.016324757,0,74,7,2021
667,2020-11-19,목,4,711,30,47799.43137245842,140.79339836612584,6729844.382896832,0,74,7,2020
2283,2020-02-03,월,21,711,20,61087.185806717374,152.40372895935508,9309914.908576718,0,74,7,2020
3308,2020-11-02,월,4,711,20,77954.43427678646,128.92063723134015,10049935.341971936,0,74,7,2020
4146,2020-05-19,화,16,711,30,54799.65236119462,165.12300050393955,9048683.02445325,0,74,7,2020
4532,2021-01-25,월,14,711,30,47852.26707380224,156.5524813928291,7491391.150676114,0,74,7,2021
