t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region
2529,2021-02-25,목,2,753,20,25874.77,24.5,633931.865,0,76,5
4206,2021-01-18,월,1,753,30,46886.32,7.25,339925.82,0,76,5
4457,2020-01-07,화,9,753,10,12087.55,21.0,253838.55,0,76,5
4778,2020-04-26,일,17,753,30,30094.52,48.5,1459584.22,0,76,5
5616,2020-03-07,토,6,753,10,26659.19,22.25,593166.9774999999,0,76,5
6526,2021-06-18,금,5,753,20,28660.21,22.0,630524.62,0,76,5
7705,2021-05-14,금,19,753,30,5545.89,16.0,88734.24,0,76,5
168,2021-11-15,월,18,799,30,38770.16,57.599999999999994,2233161.216,1,36,10
1150,2021-09-29,수,19,799,10,16176.3,18.0,291173.39999999997,1,36,10
2898,2020-05-24,일,6,799,20,23288.21,35.4,824402.634,1,36,10
2966,2021-09-21,화,13,799,20,16515.87,102.0,1684618.74,1,36,10
3762,2020-01-31,금,2,799,30,32255.8,114.0,3677161.1999999997,1,36,10
4229,2020-11-02,월,8,799,20,17153.59,76.8,1317395.712,1,36,10
5070,2020-10-21,수,4,799,20,7130.46,5.3999999999999995,38504.484,1,36,10
5582,2021-03-21,일,11,799,20,39290.92,38.4,1508771.328,1,36,10
6340,2020-03-02,월,14,799,30,25307.66,115.19999999999999,2915442.4319999996,1,36,10
9664,2021-12-31,금,17,799,20,22098.59,88.8,1962354.792,1,36,10
169,2020-05-20,수,6,182,20,30355.8,19.2,582831.36,1,80,6
601,2021-08-03,화,24,182,10,41160.17,110.39999999999999,4544082.767999999,1,80,6
1947,2021-07-21,수,9,182,10,21353.92,25.8,550931.1359999999,1,80,6
2418,2020-11-16,월,14,182,30,18020.79,34.8,627123.492,1,80,6
3189,2021-09-28,화,10,182,20,23585.69,20.4,481148.07599999994,1,80,6
4950,2021-02-25,목,20,182,10,20441.98,27.599999999999998,564198.6479999999,1,80,6
6477,2021-12-21,화,12,182,10,26856.0,7.8,209476.8,1,80,6
6834,2020-02-28,금,14,182,10,42635.69,27.0,1151163.6300000001,1,80,6
7164,2021-02-05,금,5,182,20,4511.69,10.5,47372.744999999995,1,80,6
7383,2021-07-24,토,11,182,30,7312.0,22.2,162326.4,1,80,6
7598,2020-03-15,일,12,182,30,3829.15,34.8,133254.41999999998,1,80,6
9302,2020-12-05,토,20,182,10,18829.05,27.599999999999998,519681.7799999999,1,80,6
9520,2021-02-05,금,20,182,30,49901.71,1.7999999999999998,89823.078,1,80,6
170,2021-05-25,화,24,584,20,4235.71,79.0,334621.09,0,48,10
501,2021-03-19,금,19,584,10,6082.27,96.0,583897.92,0,48,10
1013,2020-12-10,목,3,584,10,13095.61,29.5,386320.495,0,48,10
3159,2021-09-07,화,19,584,20,2552.29,69.0,176108.01,0,48,10
4594,2020-12-24,목,15,584,20,17236.75,40.0,689470.0,0,48,10
5357,2021-05-26,수,15,584,30,8804.24,45.0,396190.8,0,48,10
5727,2021-11-12,금,8,584,30,4840.31,31.0,150049.61000000002,0,48,10
6336,2020-12-26,토,6,584,20,41143.73,22.5,925733.925,0,48,10
6371,2021-12-22,수,11,584,30,3371.91,5.0,16859.55,0,48,10
6786,2020-10-26,월,19,584,30,49577.03,26.0,1289002.78,0,48,10
6936,2020-03-06,금,19,584,30,49373.64,30.0,1481209.2,0,48,10
7443,2021-03-04,목,14,584,20,47014.07,168.0,7898363.76,0,48,10
7444,2020-06-03,수,24,584,10,42768.14,9.0,384913.26,0,48,10
8543,2020-12-02,수,9,584,10,37562.7,21.0,788816.7,0,48,10
8730,2021-05-05,수,19,584,10,30156.71,45.0,1357051.95,0,48,10
8920,2020-11-14,토,15,584,10,2886.62,27.0,77938.73999999999,0,48,10
9426,2021-11-01,월,22,584,30,27533.4,42.0,1156402.8,0,48,10
9896,2021-04-06,화,8,584,10,25808.46,38.0,980721.48,0,48,10
172,2020-08-25,화,4,214,20,36453.43,34.199999999999996,1246707.3059999999,1,32,5
851,2020-04-08,수,17,214,30,31083.99,92.39999999999999,2872160.676,1,32,5
1149,2021-09-22,수,1,214,10,48524.51,36.0,1746882.36,1,32,5
2133,2020-07-02,목,23,214,30,13836.4,102.0,1411312.8,1,32,5
3232,2020-01-21,화,2,214,20,29471.93,19.8,583544.214,1,32,5
3330,2020-01-28,화,16,214,20,25345.39,13.2,334559.148,1,32,5
5209,2020-10-28,수,9,214,10,17493.76,63.599999999999994,1112603.1359999997,1,32,5
5909,2021-12-27,월,5,214,20,4225.8,33.6,141986.88,1,32,5
7282,2021-09-18,토,17,214,10,12573.12,55.199999999999996,694036.224,1,32,5
7802,2021-04-21,수,23,214,10,7722.69,15.6,120473.96399999999,1,32,5
8902,2021-06-29,화,22,214,20,29075.29,34.8,1011820.092,1,32,5
9864,2020-07-10,금,11,214,30,37480.86,45.6,1709127.216,1,32,5
173,2020-10-18,일,17,931,10,32525.66,200.0,6505132.0,0,17,2
316,2021-10-31,일,24,931,20,41147.68,172.0,7077400.96,0,17,2
1647,2021-10-10,일,19,931,20,43296.82,16.0,692749.12,0,17,2
1777,2021-04-24,토,20,931,10,3484.56,76.0,264826.56,0,17,2
2295,2020-10-26,월,8,931,10,16312.56,59.0,962441.0399999999,0,17,2
3574,2020-03-07,토,2,931,30,6214.47,16.0,99431.52,0,17,2
4368,2020-11-05,목,13,931,20,24494.68,89.0,2180026.52,0,17,2
4846,2020-10-09,금,12,931,20,20036.43,96.0,1923497.28,0,17,2
5026,2020-04-11,토,15,931,30,4889.19,54.0,264016.25999999995,0,17,2
5513,2020-01-19,일,23,931,30,11043.55,32.0,353393.6,0,17,2
5673,2021-07-27,화,23,931,20,45232.42,31.0,1402205.02,0,17,2
7252,2021-08-12,목,7,931,20,28560.47,99.0,2827486.5300000003,0,17,2
9319,2020-06-22,월,4,931,10,19923.63,11.5,229121.74500000002,0,17,2
9978,2020-03-24,화,13,931,10,11267.62,63.0,709860.06,0,17,2
176,2021-10-02,토,15,282,30,1780.88,111.6,198746.208,1,55,7
1111,2020-05-10,일,24,282,30,3851.75,42.0,161773.5,1,55,7
1330,2021-07-19,월,14,282,10,10594.06,57.599999999999994,610217.8559999999,1,55,7
1406,2021-06-11,금,4,282,10,14773.75,3.0,44321.25,1,55,7
4807,2020-05-13,수,9,282,20,44684.72,22.8,1018811.616,1,55,7
5138,2021-01-14,목,6,282,30,36403.69,34.8,1266848.412,1,55,7
5370,2021-12-10,금,24,282,10,15087.58,97.2,1466512.776,1,55,7
6181,2020-06-06,토,10,282,20,26372.56,19.2,506353.152,1,55,7
6398,2020-10-21,수,11,282,20,38203.42,67.2,2567269.824,1,55,7
6601,2021-01-10,일,19,282,20,11636.08,103.2,1200843.456,1,55,7
7059,2021-04-02,금,20,282,20,42282.01,68.39999999999999,2892089.4839999997,1,55,7
7209,2021-10-17,일,13,282,10,12651.9,111.6,1411952.0399999998,1,55,7
8912,2021-12-28,화,12,282,20,27915.62,109.2,3048385.704,1,55,7
177,2020-07-12,일,10,173,30,37554.58,43.0,1614846.9400000002,0,21,9
981,2021-10-06,수,24,173,30,25160.83,80.0,2012866.4000000001,0,21,9
1068,2021-09-24,금,10,173,20,21632.69,53.0,1146532.5699999998,0,21,9
1632,2020-06-12,금,19,173,20,29816.37,55.0,1639900.3499999999,0,21,9
1758,2021-03-17,수,10,173,20,29066.87,18.0,523203.66,0,21,9
1832,2021-07-14,수,8,173,10,7307.27,66.0,482279.82,0,21,9
2579,2021-09-23,목,9,173,30,30652.81,56.0,1716557.36,0,21,9
3691,2020-12-27,일,6,173,10,13957.21,20.0,279144.19999999995,0,21,9
5211,2021-08-06,금,15,173,20,6466.69,52.0,336267.88,0,21,9
9779,2021-11-15,월,14,173,20,8583.36,93.0,798252.4800000001,0,21,9
178,2021-07-11,일,18,231,10,8105.07,28.2,228562.974,0,11,10
249,2021-07-26,월,10,231,20,17262.0,24.599999999999998,424645.19999999995,0,11,10
1094,2021-08-21,토,6,231,10,23922.47,0.44999999999999996,10765.111499999999,0,11,10
1192,2021-07-15,목,20,231,10,6939.15,14.399999999999999,99923.75999999998,0,11,10
2214,2020-08-24,월,6,231,10,19800.21,6.45,127711.3545,0,11,10
3964,2021-06-15,화,22,231,30,25331.11,12.0,303973.32,0,11,10
4785,2020-03-10,화,22,231,20,22240.59,2.1,46705.239,0,11,10
5747,2021-04-08,목,14,231,20,31807.03,2.4,76336.87199999999,0,11,10
5915,2020-07-28,화,23,231,20,17790.12,9.6,170785.15199999997,0,11,10
6568,2021-05-16,일,3,231,30,42150.24,25.8,1087476.192,0,11,10
7862,2020-12-25,금,14,231,10,30465.35,20.4,621493.1399999999,0,11,10
9183,2020-09-25,금,13,231,30,13340.49,16.8,224120.23200000002,0,11,10
9355,2021-10-11,월,21,231,20,46759.81,10.5,490978.005,0,11,10
9654,2021-09-23,목,23,231,10,41204.25,54.0,2225029.5,0,11,10
179,2021-07-06,화,10,511,20,39000.46,68.39999999999999,2667631.4639999997,1,42,5
810,2021-08-13,금,8,511,10,24163.6,116.39999999999999,2812643.0399999996,1,42,5
3796,2020-08-25,화,8,511,20,12531.81,3.5999999999999996,45114.515999999996,1,42,5
3863,2020-03-08,일,15,511,30,19194.03,74.39999999999999,1428035.8319999997,1,42,5
5743,2021-10-08,금,24,511,20,28794.67,7.199999999999999,207321.62399999995,1,42,5
7139,2021-06-17,목,8,511,10,40898.35,18.0,736170.2999999999,1,42,5
7583,2020-06-15,월,21,511,10,35495.0,84.0,2981580.0,1,42,5
7724,2020-04-22,수,18,511,20,41492.8,6.0,248956.80000000002,1,42,5
8120,2020-09-11,금,6,511,30,18143.11,37.199999999999996,674923.6919999999,1,42,5
8523,2021-11-25,목,7,511,20,22029.4,3.5999999999999996,79305.84,1,42,5
8820,2021-03-08,월,24,511,20,38517.01,208.79999999999998,8042351.688,1,42,5
8990,2020-02-21,금,14,511,10,12864.08,16.8,216116.544,1,42,5
9318,2020-04-24,금,16,511,20,26022.4,74.39999999999999,1936066.5599999998,1,42,5
9587,2021-01-29,금,24,511,30,30805.69,6.0,184834.13999999998,1,42,5
180,2020-06-28,일,2,368,20,23118.33,1.7999999999999998,41612.994,1,71,3
494,2021-11-17,수,10,368,20,30928.14,44.4,1373209.416,1,71,3
872,2021-12-09,목,15,368,20,22918.83,39.0,893834.3700000001,1,71,3
1187,2021-08-10,화,10,368,30,24815.54,47.4,1176256.596,1,71,3
2741,2020-06-01,월,13,368,10,24486.99,28.799999999999997,705225.312,1,71,3
3969,2021-07-02,금,5,368,20,48446.54,54.6,2645181.0840000003,1,71,3
4685,2020-08-29,토,10,368,20,4773.83,47.4,226279.542,1,71,3
4951,2021-08-13,금,14,368,30,23247.52,30.0,697425.6,1,71,3
5736,2020-11-11,수,8,368,30,3067.06,48.0,147218.88,1,71,3
6428,2020-10-07,수,13,368,10,7363.69,45.0,331366.05,1,71,3
6749,2021-03-05,금,22,368,20,27087.54,30.0,812626.2000000001,1,71,3
7034,2020-07-26,일,15,368,10,39183.24,15.6,611258.544,1,71,3
7626,2020-11-28,토,10,368,30,22010.58,19.2,422603.136,1,71,3
8386,2020-03-14,토,23,368,30,42361.07,7.199999999999999,304999.70399999997,1,71,3
9100,2020-10-12,월,18,368,20,25070.76,0.6,15042.455999999998,1,71,3
9342,2021-03-27,토,11,368,30,30269.61,22.8,690147.108,1,71,3
181,2020-02-21,금,16,961,20,16160.99,18.9,305442.71099999995,0,11,7
378,2021-03-28,일,6,961,10,25076.04,6.45,161740.458,0,11,7
935,2020-09-21,월,24,961,30,23918.27,18.3,437704.341,0,11,7
1106,2020-03-02,월,6,961,30,48287.6,4.95,239023.62,0,11,7
2162,2021-07-01,목,11,961,20,32785.2,15.299999999999999,501613.55999999994,0,11,7
4403,2021-07-05,월,12,961,10,11789.53,16.8,198064.10400000002,0,11,7
4556,2021-04-09,금,21,961,20,39819.74,55.8,2221941.4919999996,0,11,7
5339,2021-11-16,화,22,961,30,48677.54,56.4,2745413.256,0,11,7
7196,2020-07-14,화,11,961,10,42560.64,7.199999999999999,306436.60799999995,0,11,7
7519,2021-07-13,화,8,961,20,29804.34,23.099999999999998,688480.254,0,11,7
8858,2021-09-02,목,24,961,30,41060.68,13.5,554319.18,0,11,7
182,2021-03-02,화,6,614,20,47679.25,5.7,271771.72500000003,0,14,9
441,2020-12-23,수,7,614,10,37269.81,16.5,614951.865,0,14,9
1989,2021-10-12,화,24,614,30,4253.19,28.2,119939.95799999998,0,14,9
2425,2021-04-15,목,2,614,10,25039.79,0.44999999999999996,11267.905499999999,0,14,9
6523,2020-01-10,금,10,614,30,17639.45,5.7,100544.865,0,14,9
6660,2021-03-21,일,2,614,20,13229.73,5.85,77393.9205,0,14,9
7839,2020-12-02,수,7,614,30,14310.12,3.9,55809.468,0,14,9
8018,2020-01-23,목,2,614,20,44894.22,7.35,329972.517,0,14,9
8697,2020-09-16,수,1,614,20,8521.24,3.75,31954.649999999998,0,14,9
8970,2020-02-18,화,21,614,30,26205.25,10.799999999999999,283016.69999999995,0,14,9
9763,2020-01-27,월,11,614,20,14454.1,19.2,277518.72,0,14,9
183,2020-02-17,월,2,456,10,1231.25,29.4,36198.75,1,61,5
221,2021-11-16,화,23,456,20,2652.44,31.2,82756.128,1,61,5
1741,2020-12-26,토,1,456,30,18166.03,18.0,326988.54,1,61,5
3051,2020-09-04,금,23,456,30,9307.65,23.4,217799.00999999998,1,61,5
5052,2020-02-21,금,10,456,20,29939.46,30.0,898183.7999999999,1,61,5
5919,2021-04-22,목,17,456,20,4907.06,54.0,264981.24000000005,1,61,5
6840,2020-05-16,토,17,456,30,32641.7,39.0,1273026.3,1,61,5
7556,2021-11-23,화,10,456,20,33072.3,30.0,992169.0000000001,1,61,5
8815,2021-12-19,일,16,456,10,39121.49,5.3999999999999995,211256.04599999997,1,61,5
9388,2020-12-21,월,2,456,20,45280.91,3.3,149427.003,1,61,5
184,2021-07-21,수,1,975,10,39804.24,31.2,1241892.288,1,33,2
1173,2021-10-30,토,12,975,20,42223.4,194.4,8208228.960000001,1,33,2
1378,2020-03-07,토,18,975,10,9446.36,63.599999999999994,600788.4959999999,1,33,2
1622,2020-12-16,수,12,975,30,45485.58,44.4,2019559.752,1,33,2
2532,2020-11-06,금,7,975,10,47898.42,48.0,2299124.16,1,33,2
2877,2021-09-23,목,2,975,30,37196.76,28.799999999999997,1071266.6879999998,1,33,2
3249,2021-05-14,금,10,975,20,45070.08,76.8,3461382.144,1,33,2
3738,2021-10-19,화,13,975,20,5945.1,4.8,28536.48,1,33,2
5146,2020-06-25,목,24,975,30,19172.01,85.2,1633455.2519999999,1,33,2
6359,2020-02-21,금,24,975,30,5287.97,30.0,158639.1,1,33,2
6721,2020-11-26,목,20,975,30,19845.98,82.8,1643247.1439999999,1,33,2
6962,2021-01-20,수,17,975,30,33217.0,88.8,2949669.6,1,33,2
9774,2021-03-20,토,14,975,20,39197.8,52.8,2069643.84,1,33,2
185,2020-02-16,일,15,775,10,15769.2,94.0,1482304.8,0,28,5
2170,2020-01-26,일,20,775,30,46118.53,28.0,1291318.8399999999,0,28,5
3286,2021-09-03,금,5,775,30,33401.23,6.5,217107.99500000002,0,28,5
5315,2020-09-10,목,4,775,10,18138.22,43.0,779943.4600000001,0,28,5
5771,2021-08-18,수,5,775,20,25173.65,41.0,1032119.65,0,28,5
5876,2020-06-23,화,13,775,10,37218.66,56.0,2084244.9600000002,0,28,5
6980,2021-03-19,금,5,775,30,23749.33,12.5,296866.625,0,28,5
7481,2021-05-30,일,11,775,20,15657.86,52.0,814208.72,0,28,5
8152,2021-05-05,수,1,775,20,25952.87,44.0,1141926.28,0,28,5
8668,2020-09-05,토,18,775,30,43935.17,43.0,1889212.3099999998,0,28,5
186,2020-06-26,금,3,382,10,41437.3,88.8,3679632.24,1,20,8
1733,2021-09-18,토,16,382,20,36545.68,13.2,482402.97599999997,1,20,8
1737,2020-10-19,월,12,382,10,37134.59,93.6,3475797.6239999994,1,20,8
2486,2021-04-02,금,9,382,20,6589.86,49.199999999999996,324221.11199999996,1,20,8
3020,2021-09-12,일,23,382,20,8561.97,63.599999999999994,544541.2919999999,1,20,8
3196,2021-08-08,일,19,382,30,36735.47,36.0,1322476.92,1,20,8
4108,2021-12-03,금,7,382,30,31458.87,112.8,3548560.536,1,20,8
5105,2020-04-26,일,6,382,20,38545.27,21.599999999999998,832577.8319999998,1,20,8
6802,2020-12-05,토,16,382,30,25341.74,57.599999999999994,1459684.224,1,20,8
7289,2021-11-10,수,1,382,20,45113.64,4.2,189477.288,1,20,8
8064,2021-08-19,목,6,382,20,48576.58,112.8,5479438.224,1,20,8
9022,2021-06-14,월,24,382,10,36063.13,82.8,2986027.164,1,20,8
187,2020-08-18,화,18,854,30,48730.68,54.0,2631456.72,0,17,9
1822,2021-12-06,월,14,854,20,39000.26,7.0,273001.82,0,17,9
1955,2021-01-22,금,16,854,20,14841.56,54.0,801444.24,0,17,9
2192,2021-10-25,월,14,854,20,29712.98,79.0,2347325.42,0,17,9
4874,2020-05-12,화,17,854,20,45822.5,192.0,8797920.0,0,17,9
8908,2021-08-15,일,8,854,30,2271.85,3.0,6815.549999999999,0,17,9
188,2021-07-18,일,1,446,20,28390.21,44.4,1260525.324,1,47,2
193,2020-04-27,월,9,446,30,27147.04,58.8,1596245.952,1,47,2
576,2020-04-09,목,1,446,20,34717.31,114.0,3957773.34,1,47,2
873,2020-05-03,일,3,446,10,21222.32,46.199999999999996,980471.1839999999,1,47,2
1984,2021-12-26,일,12,446,10,3824.66,104.39999999999999,399294.50399999996,1,47,2
2987,2020-11-23,월,8,446,20,27935.45,36.0,1005676.2000000001,1,47,2
3072,2020-02-11,화,3,446,20,45041.07,102.0,4594189.14,1,47,2
3188,2020-06-30,화,16,446,10,36640.05,33.6,1231105.6800000002,1,47,2
5085,2021-05-06,목,20,446,30,7025.05,91.2,640684.56,1,47,2
5475,2021-05-14,금,1,446,10,23039.57,44.4,1022956.9079999999,1,47,2
6307,2020-07-20,월,20,446,10,6373.64,28.799999999999997,183560.832,1,47,2
7848,2020-07-27,월,11,446,20,30770.22,91.2,2806244.0640000002,1,47,2
8068,2021-03-05,금,12,446,30,39210.88,61.199999999999996,2399705.8559999997,1,47,2
8140,2021-04-28,수,14,446,30,43281.6,9.6,415503.36,1,47,2
9004,2021-03-13,토,2,446,30,19109.77,15.6,298112.412,1,47,2
9028,2020-08-20,목,4,446,10,33758.75,28.799999999999997,972251.9999999999,1,47,2
9226,2020-02-28,금,24,446,10,17435.86,20.4,355691.544,1,47,2
9715,2020-12-22,화,5,446,30,35009.29,40.199999999999996,1407373.4579999999,1,47,2
189,2020-09-25,금,15,967,20,30782.35,29.099999999999998,895766.3849999999,0,10,9
1184,2021-01-09,토,7,967,10,32040.55,6.6,211467.62999999998,0,10,9
1638,2020-02-02,일,19,967,30,9479.05,24.9,236028.34499999997,0,10,9
2526,2021-07-10,토,22,967,30,18126.61,27.599999999999998,500294.436,0,10,9
3011,2021-01-06,수,22,967,30,47439.66,8.4,398493.14400000003,0,10,9
7225,2021-10-22,금,13,967,10,28485.81,13.2,376012.692,0,10,9
7834,2020-09-28,월,4,967,10,47324.42,5.3999999999999995,255551.86799999996,0,10,9
190,2020-01-15,수,9,638,20,2618.07,94.8,248193.03600000002,1,58,3
699,2021-10-21,목,17,638,20,48270.9,68.39999999999999,3301729.5599999996,1,58,3
925,2021-01-10,일,22,638,10,16657.58,22.8,379792.8240000001,1,58,3
2951,2020-08-12,수,15,638,20,7761.32,73.2,568128.624,1,58,3
3564,2021-09-08,수,8,638,10,16780.8,110.39999999999999,1852600.3199999998,1,58,3
3630,2021-01-17,일,22,638,20,34831.68,68.39999999999999,2382486.9119999995,1,58,3
4018,2020-02-22,토,14,638,30,19126.62,98.39999999999999,1882059.4079999998,1,58,3
5223,2020-01-15,수,5,638,30,15586.12,13.2,205736.78399999999,1,58,3
5472,2020-10-14,수,18,638,20,29904.39,102.0,3050247.78,1,58,3
6951,2020-01-27,월,10,638,20,13507.03,106.8,1442550.804,1,58,3
7645,2021-07-20,화,24,638,10,18369.03,76.8,1410741.504,1,58,3
8012,2021-03-30,화,12,638,30,37099.64,48.0,1780782.72,1,58,3
8199,2020-12-17,목,18,638,10,12937.41,66.0,853869.0599999999,1,58,3
8695,2021-06-15,화,7,638,20,49134.15,2.4,117921.96,1,58,3
9695,2020-06-05,금,9,638,20,5788.13,7.199999999999999,41674.536,1,58,3
9851,2021-04-17,토,11,638,30,2172.6,34.8,75606.48,1,58,3
192,2020-04-08,수,6,860,20,40543.74,5.0,202718.69999999998,0,43,5
252,2020-10-12,월,1,860,20,16180.49,42.0,679580.58,0,43,5
487,2021-04-09,금,18,860,30,9841.69,45.0,442876.05000000005,0,43,5
2742,2021-10-08,금,3,860,10,38663.45,10.5,405966.225,0,43,5
3068,2020-04-03,금,18,860,30,10710.76,21.0,224925.96,0,43,5
3521,2021-12-13,월,22,860,30,21488.6,85.0,1826530.9999999998,0,43,5
5174,2020-11-28,토,6,860,20,7214.49,10.0,72144.9,0,43,5
5205,2021-06-18,금,2,860,10,33389.2,34.0,1135232.7999999998,0,43,5
5801,2021-04-07,수,18,860,20,18572.79,30.0,557183.7000000001,0,43,5
6987,2021-01-15,금,3,860,30,2795.07,33.5,93634.845,0,43,5
7005,2020-06-04,목,11,860,10,29072.34,22.0,639591.48,0,43,5
9801,2021-07-09,금,21,860,20,40155.4,9.0,361398.60000000003,0,43,5
9958,2021-08-02,월,2,860,20,32727.66,100.0,3272766.0,0,43,5
194,2020-07-04,토,21,891,30,19517.77,118.8,2318711.076,1,33,9
2185,2020-06-10,수,16,891,30,35318.26,50.4,1780040.304,1,33,9
2313,2020-12-08,화,7,891,30,3059.9,9.6,29375.04,1,33,9
3110,2020-04-24,금,6,891,10,47025.2,90.0,4232268.0,1,33,9
3771,2020-05-28,목,18,891,10,4218.69,104.39999999999999,440431.2359999999,1,33,9
4428,2021-06-10,목,4,891,20,10556.91,17.4,183690.234,1,33,9
5269,2021-08-19,목,22,891,20,47113.41,62.4,2939876.784,1,33,9
8393,2020-07-01,수,23,891,20,30377.07,18.0,546787.26,1,33,9
8861,2020-05-23,토,19,891,20,6688.86,18.0,120399.48,1,33,9
9223,2020-02-11,화,3,891,20,41906.06,18.599999999999998,779452.7159999999,1,33,9
195,2021-04-29,목,22,291,30,38602.09,40.0,1544083.5999999999,0,37,7
965,2021-07-26,월,10,291,10,36177.26,38.0,1374735.8800000001,0,37,7
1310,2021-04-29,목,24,291,30,34638.75,21.0,727413.75,0,37,7
1844,2020-10-31,토,22,291,20,13374.71,24.0,320993.04,0,37,7
2702,2020-08-29,토,6,291,20,16593.31,9.0,149339.79,0,37,7
4712,2021-01-18,월,14,291,30,9976.88,79.0,788173.5199999999,0,37,7
5073,2021-07-25,일,7,291,30,35881.69,176.0,6315177.44,0,37,7
6221,2020-05-11,월,15,291,20,30549.52,13.0,397143.76,0,37,7
6420,2021-10-03,일,1,291,30,36627.06,10.0,366270.6,0,37,7
7191,2020-07-14,화,14,291,30,4919.27,77.0,378783.79000000004,0,37,7
8770,2020-11-02,월,4,291,30,1436.24,16.5,23697.96,0,37,7
9471,2020-08-09,일,24,291,30,9362.19,65.0,608542.35,0,37,7
196,2020-06-06,토,22,337,30,49301.87,126.0,6212035.62,0,24,6
294,2020-12-09,수,1,337,30,15140.38,44.5,673746.9099999999,0,24,6
531,2020-10-20,화,1,337,20,4241.0,2.5,10602.5,0,24,6
1248,2021-09-29,수,14,337,10,44511.04,53.0,2359085.12,0,24,6
2041,2021-05-29,토,15,337,20,49449.04,21.0,1038429.84,0,24,6
2773,2020-03-03,화,8,337,10,34541.33,14.0,483578.62,0,24,6
3895,2020-12-27,일,14,337,20,49376.13,29.0,1431907.77,0,24,6
4886,2021-06-12,토,6,337,20,6538.28,29.0,189610.12,0,24,6
4906,2021-11-30,화,19,337,30,34183.23,38.0,1298962.7400000002,0,24,6
5439,2020-06-22,월,18,337,20,39099.99,162.0,6334198.38,0,24,6
5891,2021-12-26,일,21,337,20,6273.56,72.0,451696.32,0,24,6
5902,2021-12-24,금,24,337,20,25698.37,83.0,2132964.71,0,24,6
6918,2020-05-26,화,20,337,10,8801.36,27.0,237636.72000000003,0,24,6
197,2020-02-27,목,23,545,30,6253.25,5.0,31266.25,0,46,4
913,2020-06-28,일,14,545,30,22898.87,100.0,2289887.0,0,46,4
2366,2021-06-08,화,18,545,30,4333.17,49.0,212325.33000000002,0,46,4
4768,2021-06-11,금,5,545,30,16923.52,30.5,516167.36,0,46,4
6349,2020-05-07,목,6,545,10,29030.49,28.0,812853.7200000001,0,46,4
6571,2021-01-10,일,5,545,10,39170.43,31.5,1233868.545,0,46,4
7337,2020-05-12,화,15,545,10,17891.42,18.0,322045.55999999994,0,46,4
7977,2020-11-16,월,3,545,10,12319.95,27.5,338798.625,0,46,4
8574,2021-06-02,수,20,545,30,1729.5,64.0,110688.0,0,46,4
198,2021-07-10,토,16,333,10,20340.81,82.0,1667946.4200000002,0,54,7
1091,2021-01-18,월,15,333,20,10348.94,39.0,403608.66000000003,0,54,7
1114,2021-05-21,금,20,333,20,32416.94,73.0,2366436.62,0,54,7
5322,2021-04-08,목,19,333,20,19784.54,91.0,1800393.1400000001,0,54,7
5813,2020-07-22,수,9,333,20,24357.38,97.0,2362665.86,0,54,7
199,2020-06-02,화,19,463,20,35764.81,200.0,7152962.0,0,47,9
457,2020-05-24,일,13,463,20,48876.26,9.0,439886.34,0,47,9
644,2021-02-24,수,18,463,30,33965.99,45.0,1528469.5499999998,0,47,9
892,2020-01-13,월,14,463,10,23358.9,18.0,420460.2,0,47,9
1319,2021-06-14,월,10,463,20,15030.48,23.0,345701.04,0,47,9
1442,2021-10-07,목,11,463,20,22665.19,20.0,453303.8,0,47,9
3556,2020-01-12,일,2,463,30,11574.31,21.5,248847.66499999998,0,47,9
3747,2020-03-14,토,11,463,30,33482.36,47.0,1573670.92,0,47,9
4882,2021-03-09,화,3,463,30,45919.09,11.5,528069.5349999999,0,47,9
5244,2021-07-15,목,6,463,10,19099.32,20.5,391536.06,0,47,9
6280,2021-04-02,금,9,463,30,21691.99,77.0,1670283.2300000002,0,47,9
6711,2021-11-08,월,4,463,20,45343.86,22.5,1020236.85,0,47,9
8705,2021-01-21,목,21,463,20,46183.33,62.0,2863366.46,0,47,9
9766,2021-09-05,일,12,463,30,12048.82,93.0,1120540.26,0,47,9
200,2021-10-13,수,6,95,20,16497.96,14.399999999999999,237570.62399999995,1,73,9
488,2020-05-05,화,12,95,30,19719.49,18.599999999999998,366782.51399999997,1,73,9
